id,make,model,year,price,features,stock,image,description
V00723,Ford,Explorer,2023,90692,"V6 Engine,Hybrid,Electric,Cruise Control,Heated Seats,Ambient Lighting,Ventilated Seats,Premium Sound,4WD,Navigation",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5148848.jpg,The 2023 Ford Explorer is a sporty vehicle perfect for off-road adventures.
V00724,Volvo,Model 6,2022,70484,"4WD,Sport Mode,Power Tailgate,Android Auto,Automatic Parking,Parking Sensors,Panoramic Roof,Heated Seats,Eco Mode,Hybrid,Keyless Entry,Turbo,Blind Spot Monitor,LED Headlights",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8569120.jpg,The 2022 Volvo Model 6 is a sporty vehicle perfect for city driving.
V00725,Chevrolet,Model 9,2021,243462,"Cruise Control,V6 Engine,Power Tailgate,Premium Sound,Eco Mode,Panoramic Roof,Ventilated Seats,Leather Seats,7 Seater,Lane Assist,Electric,Heated Seats,Turbo,Rear Camera,Navigation",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9187871.jpg,The 2021 Chevrolet Model 9 is a reliable vehicle perfect for daily commute.
V00726,Land Rover,Evoque,2024,405082,"Push Start,Parking Sensors,V6 Engine,Wireless Charging,4WD,Keyless Entry,Adaptive Cruise,Android Auto,360 Camera,Rear Camera,Electric,Apple CarPlay,Navigation,LED Headlights",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3107488.jpg,The 2024 Land Rover Evoque is a premium vehicle perfect for long trips.
V00727,BMW,7 Series,2023,418612,"Turbo,4WD,Rear Camera,Cruise Control,LED Headlights,Navigation,Panoramic Roof,Parking Sensors,Push Start,Heated Seats,Lane Assist",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5831499.jpg,The 2023 BMW 7 Series is a premium vehicle perfect for city driving.
V00728,Volkswagen,Model 8,2021,180202,"Blind Spot Monitor,Automatic Parking,Hybrid,Sport Mode,Cruise Control,LED Headlights,Rear Camera,V6 Engine,Parking Sensors,Bluetooth,Power Tailgate,Panoramic Roof,360 Camera",5,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6781076.jpg,The 2021 Volkswagen Model 8 is a reliable vehicle perfect for off-road adventures.
V00729,Honda,Accord,2020,177488,"Eco Mode,Sunroof,Premium Sound,V8 Engine,360 Camera",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2226910.jpg,The 2020 Honda Accord is a premium vehicle perfect for long trips.
V00730,BMW,X7,2024,363791,"Blind Spot Monitor,Turbo,Leather Seats,Heated Seats,Premium Sound,Navigation",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5928217.jpg,The 2024 BMW X7 is a family-friendly vehicle perfect for off-road adventures.
V00731,Subaru,Model 9,2025,202421,"Rear Camera,Apple CarPlay,Eco Mode,Parking Sensors,Lane Assist,Sport Mode,Automatic Parking,Push Start,Navigation,Electric,Wireless Charging,Sunroof,Turbo,Bluetooth,Leather Seats",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6595729.jpg,The 2025 Subaru Model 9 is a sporty vehicle perfect for city driving.
V00732,Chevrolet,Model 7,2023,289616,"Air Suspension,LED Headlights,360 Camera,Apple CarPlay,Ambient Lighting,AWD,Ventilated Seats,Push Start,Blind Spot Monitor,Turbo",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7902456.jpg,The 2023 Chevrolet Model 7 is a luxury vehicle perfect for daily commute.
V00733,Land Rover,Discovery,2022,260228,"Sunroof,Heated Seats,Air Suspension,Navigation,Keyless Entry,Premium Sound",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7505877.jpg,The 2022 Land Rover Discovery is a luxury vehicle perfect for city driving.
V00734,Honda,CR-V,2021,106382,"Android Auto,Eco Mode,Automatic Parking,Turbo,360 Camera,Adaptive Cruise,Panoramic Roof",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4235762.jpg,The 2021 Honda CR-V is a sporty vehicle perfect for daily commute.
V00735,Mitsubishi,Model 10,2024,153612,"V6 Engine,Cruise Control,AWD,Apple CarPlay,Sport Mode,Turbo,Blind Spot Monitor,Ambient Lighting,Android Auto,360 Camera,Wireless Charging,Automatic Parking",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8666961.jpg,The 2024 Mitsubishi Model 10 is a family-friendly vehicle perfect for city driving.
V00736,Mercedes,C-Class,2022,499643,"Premium Sound,LED Headlights,Bluetooth,Rear Camera,Panoramic Roof,Keyless Entry,Lane Assist,V8 Engine,Navigation,Ventilated Seats,AWD,Wireless Charging",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7635601.jpg,The 2022 Mercedes C-Class is a sporty vehicle perfect for daily commute.
V00737,Volkswagen,Model 1,2024,101053,"Cruise Control,AWD,Air Suspension,Sunroof,Turbo",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7010973.jpg,The 2024 Volkswagen Model 1 is a sporty vehicle perfect for daily commute.
V00738,Kia,Model 4,2025,171831,"7 Seater,Wireless Charging,360 Camera,Panoramic Roof,Eco Mode,Sport Mode,Adaptive Cruise,4WD,Automatic Parking,Push Start,Power Tailgate,V6 Engine,Electric,Premium Sound,Ambient Lighting",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7086415.jpg,The 2025 Kia Model 4 is a sporty vehicle perfect for long trips.
V00739,Nissan,Altima,2020,227533,"4WD,Ventilated Seats,Blind Spot Monitor,Leather Seats,Wireless Charging,V6 Engine,Rear Camera,Panoramic Roof,Turbo,LED Headlights,Air Suspension",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7150444.jpg,The 2020 Nissan Altima is a premium vehicle perfect for city driving.
V00740,Mercedes,S-Class,2022,413920,"Sunroof,360 Camera,Premium Sound,Eco Mode,Automatic Parking,Wireless Charging,V8 Engine,Hybrid,Navigation,Cruise Control,Electric,Blind Spot Monitor,Adaptive Cruise",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9658534.jpg,The 2022 Mercedes S-Class is a luxury vehicle perfect for daily commute.
V00741,Mazda,Model 2,2020,68363,"LED Headlights,Wireless Charging,Push Start,Blind Spot Monitor,Heated Seats,Premium Sound,Electric,V8 Engine,Android Auto,Apple CarPlay,7 Seater,Panoramic Roof,Sport Mode",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8003243.jpg,The 2020 Mazda Model 2 is a sporty vehicle perfect for off-road adventures.
V00742,Lexus,Model 10,2021,189484,"Ambient Lighting,7 Seater,Heated Seats,Rear Camera,4WD",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8757278.jpg,The 2021 Lexus Model 10 is a family-friendly vehicle perfect for daily commute.
V00743,Mazda,Model 9,2023,84184,"Air Suspension,LED Headlights,Lane Assist,Android Auto,Blind Spot Monitor,360 Camera,Electric,Heated Seats,Navigation,7 Seater,Bluetooth,4WD,Apple CarPlay,Hybrid",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4271235.jpg,The 2023 Mazda Model 9 is a family-friendly vehicle perfect for city driving.
V00744,Volkswagen,Model 8,2020,228536,"Eco Mode,Keyless Entry,4WD,Rear Camera,V8 Engine,Adaptive Cruise,Turbo,Wireless Charging,Ambient Lighting,Push Start,Bluetooth,Sport Mode,AWD,Blind Spot Monitor,Panoramic Roof",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2512952.jpg,The 2020 Volkswagen Model 8 is a family-friendly vehicle perfect for off-road adventures.
V00745,Subaru,Model 1,2021,73061,"Leather Seats,Sunroof,V6 Engine,Ambient Lighting,LED Headlights,AWD,Ventilated Seats,Turbo,Panoramic Roof",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9233973.jpg,The 2021 Subaru Model 1 is a family-friendly vehicle perfect for long trips.
V00746,Mazda,Model 4,2022,91492,"Electric,Wireless Charging,Adaptive Cruise,Bluetooth,Hybrid",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7049721.jpg,The 2022 Mazda Model 4 is a reliable vehicle perfect for city driving.
V00747,Porsche,Model 9,2023,415351,"V6 Engine,Rear Camera,Electric,Adaptive Cruise,Cruise Control,Apple CarPlay,Bluetooth,Wireless Charging,Push Start,Heated Seats",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3194590.jpg,The 2023 Porsche Model 9 is a premium vehicle perfect for long trips.
V00748,Jaguar,Model 5,2025,248479,"V6 Engine,Android Auto,Sport Mode,LED Headlights,Push Start",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9248368.jpg,The 2025 Jaguar Model 5 is a luxury vehicle perfect for city driving.
V00749,Tesla,Model S,2022,380621,"Premium Sound,Panoramic Roof,Sport Mode,Push Start,Power Tailgate",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7978642.jpg,The 2022 Tesla Model S is a premium vehicle perfect for city driving.
V00750,BMW,5 Series,2020,281261,"Android Auto,Parking Sensors,Turbo,Leather Seats,Wireless Charging",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1981113.jpg,The 2020 BMW 5 Series is a reliable vehicle perfect for city driving.
V00751,Subaru,Model 1,2025,143864,"Eco Mode,Keyless Entry,Navigation,Parking Sensors,Hybrid",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3231861.jpg,The 2025 Subaru Model 1 is a luxury vehicle perfect for city driving.
V00752,Tesla,Model 3,2024,231842,"Apple CarPlay,Bluetooth,Ventilated Seats,Sport Mode,Heated Seats,AWD,Keyless Entry,Wireless Charging,Electric",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5779535.jpg,The 2024 Tesla Model 3 is a luxury vehicle perfect for daily commute.
V00753,Jaguar,Model 7,2023,200934,"LED Headlights,V8 Engine,Ventilated Seats,Cruise Control,Premium Sound,Sunroof,Blind Spot Monitor,Turbo,Bluetooth,4WD,Leather Seats",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3749834.jpg,The 2023 Jaguar Model 7 is a family-friendly vehicle perfect for off-road adventures.
V00754,Ford,Expedition,2020,192714,"Leather Seats,Apple CarPlay,Automatic Parking,Push Start,Adaptive Cruise,Ventilated Seats,Sunroof,Wireless Charging,Power Tailgate,LED Headlights,Panoramic Roof,V8 Engine,Heated Seats",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9573959.jpg,The 2020 Ford Expedition is a sporty vehicle perfect for off-road adventures.
V00755,Tesla,Model 3,2022,184377,"AWD,Sport Mode,Premium Sound,LED Headlights,Adaptive Cruise,Wireless Charging,Apple CarPlay,Ventilated Seats,Push Start,Ambient Lighting,Navigation",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5491822.jpg,The 2022 Tesla Model 3 is a sporty vehicle perfect for long trips.
V00756,Subaru,Model 2,2024,246853,"Wireless Charging,Air Suspension,Sport Mode,Panoramic Roof,Heated Seats,Leather Seats,Premium Sound",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9723544.jpg,The 2024 Subaru Model 2 is a sporty vehicle perfect for off-road adventures.
V00757,Volkswagen,Model 10,2021,64628,"Leather Seats,Navigation,Lane Assist,Parking Sensors,Wireless Charging,Heated Seats,Power Tailgate,Electric",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6519296.jpg,The 2021 Volkswagen Model 10 is a family-friendly vehicle perfect for city driving.
V00758,Hyundai,Model 7,2024,142200,"Electric,Apple CarPlay,V8 Engine,Ventilated Seats,Parking Sensors",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1052338.jpg,The 2024 Hyundai Model 7 is a family-friendly vehicle perfect for long trips.
V00759,Audi,A4,2024,239516,"Electric,Hybrid,360 Camera,V8 Engine,Sport Mode",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9080880.jpg,The 2024 Audi A4 is a sporty vehicle perfect for long trips.
V00760,Chevrolet,Model 8,2022,211748,"360 Camera,Apple CarPlay,4WD,Rear Camera,Turbo,Keyless Entry,Parking Sensors",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4671222.jpg,The 2022 Chevrolet Model 8 is a premium vehicle perfect for city driving.
V00761,Land Rover,Discovery,2021,455555,"Blind Spot Monitor,Navigation,Automatic Parking,V6 Engine,Panoramic Roof,Lane Assist,V8 Engine,360 Camera,Power Tailgate,Bluetooth,Turbo,Adaptive Cruise,Android Auto,Heated Seats,Apple CarPlay",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6672953.jpg,The 2021 Land Rover Discovery is a sporty vehicle perfect for off-road adventures.
V00762,Toyota,Fortuner,2023,185069,"Turbo,Premium Sound,V6 Engine,Electric,Wireless Charging,7 Seater,Power Tailgate,Ventilated Seats",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5394717.jpg,The 2023 Toyota Fortuner is a reliable vehicle perfect for daily commute.
V00763,Mazda,Model 9,2020,175209,"Ventilated Seats,Turbo,LED Headlights,V6 Engine,Electric",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4537697.jpg,The 2020 Mazda Model 9 is a premium vehicle perfect for city driving.
V00764,Jaguar,Model 5,2022,285520,"Leather Seats,Air Suspension,Automatic Parking,Keyless Entry,Hybrid,Electric,Ambient Lighting",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1761953.jpg,The 2022 Jaguar Model 5 is a family-friendly vehicle perfect for city driving.
V00765,Mitsubishi,Model 7,2025,140414,"Hybrid,Heated Seats,V8 Engine,4WD,Push Start,Navigation,AWD,Apple CarPlay,V6 Engine,Air Suspension,Parking Sensors,LED Headlights,Sport Mode,Turbo,Bluetooth",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1296956.jpg,The 2025 Mitsubishi Model 7 is a family-friendly vehicle perfect for long trips.
V00766,Land Rover,Discovery,2025,339191,"Apple CarPlay,Electric,Adaptive Cruise,Rear Camera,Push Start,Air Suspension,Hybrid,Eco Mode",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5207147.jpg,The 2025 Land Rover Discovery is a sporty vehicle perfect for off-road adventures.
V00767,Tesla,Model 3,2021,434356,"AWD,Automatic Parking,Adaptive Cruise,Hybrid,Keyless Entry",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5991832.jpg,The 2021 Tesla Model 3 is a sporty vehicle perfect for off-road adventures.
V00768,Audi,Q5,2020,285055,"Keyless Entry,Ventilated Seats,Navigation,Turbo,AWD,LED Headlights,Sport Mode,Power Tailgate,Ambient Lighting,Hybrid,Electric",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9229806.jpg,The 2020 Audi Q5 is a sporty vehicle perfect for long trips.
V00769,Land Rover,Range Rover,2021,265746,"Bluetooth,Sunroof,V6 Engine,Ventilated Seats,Panoramic Roof",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9586630.jpg,The 2021 Land Rover Range Rover is a family-friendly vehicle perfect for off-road adventures.
V00770,Land Rover,Discovery,2020,440099,"Sunroof,Bluetooth,Wireless Charging,V8 Engine,Parking Sensors,Electric,Premium Sound,Adaptive Cruise",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2710063.jpg,The 2020 Land Rover Discovery is a sporty vehicle perfect for city driving.
V00771,Ford,Edge,2021,121587,"Ventilated Seats,Apple CarPlay,AWD,Cruise Control,Turbo,Premium Sound,Air Suspension,Eco Mode,Electric,Power Tailgate,7 Seater,Wireless Charging",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9949314.jpg,The 2021 Ford Edge is a premium vehicle perfect for long trips.
V00772,Mazda,Model 5,2023,180760,"Ambient Lighting,V8 Engine,AWD,Adaptive Cruise,Hybrid,Air Suspension,Eco Mode,Panoramic Roof,Push Start",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4892477.jpg,The 2023 Mazda Model 5 is a reliable vehicle perfect for daily commute.
V00773,Volvo,Model 5,2021,199116,"Power Tailgate,4WD,V8 Engine,Eco Mode,Blind Spot Monitor,Turbo,Sport Mode,Apple CarPlay,Cruise Control",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3232799.jpg,The 2021 Volvo Model 5 is a reliable vehicle perfect for city driving.
V00774,Chevrolet,Model 5,2022,165854,"V8 Engine,Panoramic Roof,V6 Engine,360 Camera,Air Suspension,Hybrid,Keyless Entry,Leather Seats,Navigation,7 Seater,Adaptive Cruise,AWD",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1703178.jpg,The 2022 Chevrolet Model 5 is a family-friendly vehicle perfect for daily commute.
V00775,Honda,Odyssey,2025,88979,"360 Camera,V6 Engine,V8 Engine,Bluetooth,Air Suspension,LED Headlights,Hybrid,Navigation,Power Tailgate,Ambient Lighting,Adaptive Cruise,Wireless Charging,7 Seater,Cruise Control,4WD",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6766065.jpg,The 2025 Honda Odyssey is a reliable vehicle perfect for daily commute.
V00776,Volkswagen,Model 9,2021,218793,"Apple CarPlay,Panoramic Roof,Air Suspension,Blind Spot Monitor,Eco Mode,Automatic Parking,Cruise Control",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2418573.jpg,The 2021 Volkswagen Model 9 is a premium vehicle perfect for city driving.
V00777,Mazda,Model 5,2022,249742,"V6 Engine,Sunroof,Lane Assist,Premium Sound,V8 Engine,Blind Spot Monitor",5,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5891644.jpg,The 2022 Mazda Model 5 is a family-friendly vehicle perfect for long trips.
V00778,Porsche,Model 1,2025,329008,"Keyless Entry,Power Tailgate,Automatic Parking,Push Start,7 Seater",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5733441.jpg,The 2025 Porsche Model 1 is a reliable vehicle perfect for off-road adventures.
V00779,Volvo,Model 1,2025,282432,"Keyless Entry,Navigation,Eco Mode,Android Auto,Apple CarPlay,4WD,Ventilated Seats,Premium Sound",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6281979.jpg,The 2025 Volvo Model 1 is a sporty vehicle perfect for long trips.
V00780,Volvo,Model 3,2024,263530,"AWD,Adaptive Cruise,Blind Spot Monitor,Power Tailgate,Ambient Lighting,4WD,LED Headlights,Bluetooth,Keyless Entry,Electric,Turbo,V6 Engine,Android Auto,Heated Seats,V8 Engine",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1167538.jpg,The 2024 Volvo Model 3 is a family-friendly vehicle perfect for daily commute.
V00781,Chevrolet,Model 6,2025,278898,"V8 Engine,Hybrid,Blind Spot Monitor,Parking Sensors,Sport Mode,Electric,Rear Camera,7 Seater,Leather Seats,Eco Mode",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2360266.jpg,The 2025 Chevrolet Model 6 is a premium vehicle perfect for long trips.
V00782,Honda,Accord,2020,231941,"Adaptive Cruise,Automatic Parking,Premium Sound,Sunroof,Ventilated Seats,Air Suspension,Heated Seats,Ambient Lighting,Blind Spot Monitor",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3455632.jpg,The 2020 Honda Accord is a reliable vehicle perfect for city driving.
V00783,Porsche,Model 4,2020,370372,"Push Start,LED Headlights,Heated Seats,Sunroof,Turbo,Android Auto,Apple CarPlay,4WD,Blind Spot Monitor,Hybrid,Bluetooth,Cruise Control,AWD",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2204035.jpg,The 2020 Porsche Model 4 is a family-friendly vehicle perfect for daily commute.
V00784,Porsche,Model 9,2025,414056,"Eco Mode,Ambient Lighting,Bluetooth,Lane Assist,Panoramic Roof,Turbo,Air Suspension,Blind Spot Monitor,Automatic Parking",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6022894.jpg,The 2025 Porsche Model 9 is a luxury vehicle perfect for daily commute.
V00785,Land Rover,Discovery,2024,334341,"Keyless Entry,LED Headlights,4WD,Panoramic Roof,Air Suspension,Electric",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9645407.jpg,The 2024 Land Rover Discovery is a sporty vehicle perfect for city driving.
V00786,Chevrolet,Model 8,2024,78997,"LED Headlights,Apple CarPlay,V8 Engine,Sport Mode,Leather Seats,Ventilated Seats",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7708941.jpg,The 2024 Chevrolet Model 8 is a family-friendly vehicle perfect for off-road adventures.
V00787,Mercedes,S-Class,2025,567475,"Bluetooth,360 Camera,Navigation,Panoramic Roof,Premium Sound,V6 Engine,Android Auto,Sport Mode,Power Tailgate,AWD,Ventilated Seats",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1584038.jpg,The 2025 Mercedes S-Class is a sporty vehicle perfect for city driving.
V00788,Porsche,Model 2,2021,188578,"Sport Mode,Rear Camera,Ventilated Seats,Navigation,Blind Spot Monitor,Automatic Parking,Turbo,Push Start",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1750549.jpg,The 2021 Porsche Model 2 is a premium vehicle perfect for off-road adventures.
V00789,Chevrolet,Model 7,2020,255169,"Ventilated Seats,Adaptive Cruise,Hybrid,LED Headlights,Sunroof,Automatic Parking,Power Tailgate",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7399222.jpg,The 2020 Chevrolet Model 7 is a reliable vehicle perfect for off-road adventures.
V00790,Audi,Q5,2024,439247,"Ventilated Seats,Electric,Android Auto,Panoramic Roof,Apple CarPlay,V8 Engine,Parking Sensors",5,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9469077.jpg,The 2024 Audi Q5 is a luxury vehicle perfect for off-road adventures.
